ITEM,Item,BANK,Bank,COU,Country,YEA,Year,Value,Flag Codes,Flags
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,124056.12,124056.122008,All banksSVN
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,12416.3,12416.32008,All banksSVN
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,124162.8,124162.82008,All banksSVN
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,124227.96,124227.962008,All banksSVN
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,124417.76,124417.762008,All banksSVN
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,12473.2,12473.22008,All banksSVN
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,12481.9,12481.92008,All banksSVN
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,1250.69,1250.692008,All banksSVN
IN12TE,7. Net income before provisions,ALL,All banks,SVN,Sweden,2008,2008,1251733.47,1251733.472008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,125443.52,125443.522008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1256.59,1256.592008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,12593.92,12593.922008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,126.79,126.792008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,126957.5,126957.52008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1269870.86,1269870.862008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,127066.58,127066.582008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,127333.71,127333.712008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,127659.7,127659.72008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,12847.79,12847.792008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,12877.52,12877.522008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,12913.9,12913.92008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,12944.19,12944.192008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,12951550.16,12951550.162008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,129892.19,129892.192008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1301648423.5,1301648423.52008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1303.15,1303.152008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,130636.15,130636.152008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,130675.82,130675.822008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1311.97,1311.972008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,132312.34,132312.342008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1324125.55,1324125.552008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1325664.18,1325664.182008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,132734.98,132734.982008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,133231.56,133231.562008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13340.6,13340.62008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,133761.76,133761.762008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,133874.4,133874.42008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1340.23,1340.232008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,134089.12,134089.122008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,134537.9,134537.92008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13454.69,13454.692008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13475.73,13475.732008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,134778.64,134778.642008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13498.1,13498.12008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,135.07,135.072008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13501.9,13501.92008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1351388341.72,1351388341.722008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13714.3,13714.32008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13744.57,13744.572008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,137475.3,137475.32008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1376125.37,1376125.372008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,138.64,138.642008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,138000.75,138000.752008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13814.6,13814.62008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,138179.8,138179.82008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1381819.99,1381819.992008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1384.85,1384.852008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1386897.64,1386897.642008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13904.6,13904.62008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,13991.2,13991.22008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14006.85,14006.852008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14066.75,14066.752008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1410.58,1410.582008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,141275.26,141275.262008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14164.9,14164.92008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,142.51,142.512008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1422.73,1422.732008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,142516.7,142516.72008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1427674.66,1427674.662008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14286520.14,14286520.142008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,142981.76,142981.762008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14359.6,14359.62008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,143703.45,143703.452008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,144.46,144.462008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14489.41,14489.412008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,145160.8,145160.82008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14543.66,14543.662008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1455345.37,1455345.372008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14615.06,14615.062008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,146284.55,146284.552008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1469.91,1469.912008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14696.98,14696.982008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,1469696.12,1469696.122008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14777.4,14777.42008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,148.07,148.072008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2008,2008,14872.5,14872.52008,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,14910.21,14910.212009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1491971.84,1491971.842009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,149707.08,149707.082009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,14980.2,14980.22009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1499.44,1499.442009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15.75,15.752009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,150034.83,150034.832009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1503814.07,1503814.072009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1505186.85,1505186.852009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,150870.7,150870.72009,All banksSVN
IN12TE,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,151189.26,151189.262009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1514.38,1514.382009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1519835.34,1519835.342009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15202.7,15202.72009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15206.45,15206.452009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1522471.26,1522471.262009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15254.88,15254.882009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,153.54,153.542009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15308.18,15308.182009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15432.87,15432.872009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15441.1,15441.12009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,155510.55,155510.552009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1556207.6,1556207.62009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15601.78,15601.782009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,156500.3,156500.32009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15686.8,15686.82009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15704055.26,15704055.262009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,157277.99,157277.992009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15737.28,15737.282009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15760.5,15760.52009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1578.41,1578.412009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1579.71,1579.712009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,158107.73,158107.732009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1582.66,1582.662009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15830.56,15830.562009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,158715.81,158715.812009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,159143.8,159143.82009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15916.23,15916.232009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1597.64,1597.642009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,159712.64,159712.642009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,159957.09,159957.092009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,15996.05,15996.052009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,160222.02,160222.022009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1603535.23,1603535.232009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,161177.2,161177.22009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,161260.57,161260.572009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,16139.43,16139.432009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,161548.89,161548.892009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1618889.64,1618889.642009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,162.16,162.162009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1620.41,1620.412009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,16242.7,16242.72009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,16325.86,16325.862009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1633.96,1633.962009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1634.62,1634.622009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1638.52,1638.522009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,164023.1,164023.12009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,16423.93,16423.932009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,16451.8,16451.82009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,165322.84,165322.842009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,165674.92,165674.922009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,166233.82,166233.822009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,16635.3,16635.32009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,166384.8,166384.82009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,166729.8,166729.82009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,16679.6,16679.62009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,16826.3,16826.32009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1683.74,1683.742009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,168370.39,168370.392009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1689.23,1689.232009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,170137.7,170137.72009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17062.42,17062.422009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17082.82,17082.822009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1709107.88,1709107.882009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,171031.44,171031.442009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17107.15,17107.152009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17107.15,17107.152009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17140.74,17140.742009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17158.62,17158.622009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17310.7,17310.72009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,173241.95,173241.952009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17326.9,17326.92009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17356.04,17356.042009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1736.91,1736.912009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1736503.27,1736503.272009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17387.88,17387.882009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17475.9,17475.92009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1760321.14,1760321.142009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1762041.65,1762041.652009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17798.2,17798.22009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17815.7,17815.72009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1783005.94,1783005.942009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,178562.35,178562.352009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17864.14,17864.142009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,178966.02,178966.022009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,179205.94,179205.942009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,179326.61,179326.612009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,17941.36,17941.362009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,179430.71,179430.712009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,180018.5,180018.52009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,180148.48,180148.482009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,18131.89,18131.892009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,181731.9,181731.92009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1820.75,1820.752009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,182706.92,182706.922009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,18341.69,18341.692009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,183543.04,183543.042009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,18415.41,18415.412009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,184569.67,184569.672009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,185.61,185.612009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,185265.8,185265.82009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,18552.66,18552.662009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,18572.3,18572.32009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,18620.43,18620.432009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,186953.26,186953.262009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,18812.89,18812.892009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,188636.49,188636.492009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1889.77,1889.772009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,189254.14,189254.142009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,189562.7,189562.72009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,189728.15,189728.152009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,18988.9,18988.92009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,190062.6,190062.62009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19047.03,19047.032009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,191.07,191.072009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,191.58,191.582009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,191209.91,191209.912009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,191638.09,191638.092009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,191917.03,191917.032009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,192.4,192.42009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19200.95,19200.952009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,192026.54,192026.542009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,192625.7,192625.72009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19269.1,19269.12009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19283.99,19283.992009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,193557.5,193557.52009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,193825.2,193825.22009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19395.02,19395.022009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19441.5,19441.52009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1947.62,1947.622009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19470407.88,19470407.882009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19474.2,19474.22009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19549.09,19549.092009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1957283.62,1957283.622009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,196.9,196.92009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19673.76,19673.762009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1970.79,1970.792009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19707.51,19707.512009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19718.31,19718.312009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,197860.24,197860.242009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1979804.01,1979804.012009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19887.2,19887.22009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1990.89,1990.892009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19926.1,19926.12009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,19962.8,19962.82009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,1998.68,1998.682009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,2.29,2.292009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,20081.95,20081.952009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,20100.9,20100.92009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,2016.38,2016.382009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,2016771.96,2016771.962009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,20188.68,20188.682009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,20196.85,20196.852009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,201982.05,201982.052009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,20203.75,20203.752009,All banksSVN
IN13TD,8. Net provisions,ALL,All banks,SVN,Sweden,2009,2009,202112.4,202112.42009,All banksSVN
